"","price","vehicleType","gearbox","powerPS","kilometer","fuelType","age"
"150358",599,"compact","manuell",75,20000,"benzin",18
"150365",3500,"compact","manuell",64,150000,"benzin",13
"150366",1400,"compact","manuell",65,150000,"diesel",15
"150370",1199,"compact","manuell",75,150000,"benzin",17
"150371",3790,"cabrio","manuell",163,150000,"benzin",12
"150372",1350,"compact","manuell",60,150000,"benzin",15
"150376",450,"compact","manuell",50,150000,"benzin",20
"150377",4150,"compact","manuell",101,150000,"diesel",10
"150380",7600,"compact","manuell",60,5000,"benzin",3
"150381",2650,"cabrio","manuell",110,150000,"benzin",17
"150394",3200,"compact","manuell",69,70000,"benzin",9
"150395",1850,"compact","manuell",90,150000,"benzin",15
"150398",14350,"suv","automatik",156,125000,"diesel",7
"150407",1849,"coupe","manuell",125,150000,"benzin",21
"150408",1350,"compact","manuell",50,150000,"benzin",16
"150411",19900,"cabrio","automatik",200,150000,"benzin",44
"150415",200,"compact","manuell",45,150000,"benzin",20
"150417",16990,"compact","automatik",90,10000,"benzin",2
"150431",1100,"compact","manuell",55,150000,"benzin",18
"150432",18900,"coupe","automatik",203,80000,"benzin",35
"150443",650,"compact","manuell",50,150000,"benzin",18
"150447",790,"compact","manuell",50,150000,"benzin",17
"150450",4999,"cabrio","manuell",120,125000,"benzin",9
"150451",3999,"coupe","manuell",163,150000,"benzin",16
"150455",5999,"suv","automatik",184,150000,"diesel",14
"150459",999,"compact","manuell",75,150000,"benzin",16
"150462",4900,"coupe","manuell",143,150000,"benzin",14
"150464",8350,"suv","automatik",165,90000,"benzin",11
"150465",4600,"coupe","manuell",179,150000,"benzin",18
"150473",19999,"suv","automatik",150,50000,"diesel",4
"150477",4590,"compact","manuell",69,90000,"benzin",9
"150482",4800,"cabrio","manuell",109,60000,"benzin",12
"150486",333,"compact","manuell",75,150000,"benzin",20
"150487",1650,"cabrio","manuell",101,150000,"benzin",18
"150489",12200,"suv","automatik",286,100000,"diesel",9
"150492",3800,"compact","automatik",61,50000,"benzin",11
"150493",650,"compact","manuell",75,150000,"diesel",17
"150501",1999,"coupe","manuell",192,150000,"benzin",24
"150505",20900,"suv","automatik",239,150000,"diesel",7
"150514",1499,"compact","manuell",75,150000,"benzin",15
"150518",3400,"compact","manuell",75,125000,"benzin",14
"150526",6250,"cabrio","automatik",82,125000,"benzin",14
"150528",26900,"cabrio","automatik",204,90000,"benzin",5
"150533",2700,"cabrio","manuell",109,150000,"benzin",11
"150534",20999,"coupe","manuell",204,80000,"diesel",9
"150536",1250,"compact","manuell",90,150000,"diesel",17
"150537",15999,"coupe","automatik",245,150000,"diesel",8
"150539",2500,"compact","manuell",54,150000,"benzin",15
"150541",7500,"suv","automatik",241,150000,"benzin",19
"150542",6400,"compact","manuell",86,90000,"benzin",6
"150548",5300,"coupe","manuell",179,150000,"benzin",17
"150552",3000,"compact","manuell",54,125000,"benzin",9
"150557",11900,"suv","manuell",190,150000,"diesel",10
"150558",720,"compact","manuell",54,125000,"benzin",14
"150559",5390,"compact","manuell",109,70000,"benzin",11
"150561",9990,"compact","manuell",101,30000,"benzin",4
"150563",1400,"compact","manuell",45,150000,"benzin",15
"150584",2850,"compact","manuell",68,125000,"diesel",10
"150590",7500,"cabrio","manuell",109,125000,"benzin",10
"150591",19600,"coupe","manuell",343,90000,"benzin",16
"150592",5300,"cabrio","manuell",95,40000,"benzin",12
"150605",3450,"compact","manuell",75,150000,"benzin",15
"150612",1000,"compact","manuell",40,150000,"benzin",18
"150628",5950,"compact","manuell",82,90000,"benzin",8
"150630",2950,"compact","manuell",54,125000,"benzin",12
"150633",3900,"compact","automatik",68,125000,"diesel",10
"150636",12500,"coupe","manuell",170,80000,"benzin",9
"150639",15500,"suv","manuell",130,30000,"diesel",3
"150642",950,"compact","manuell",90,125000,"benzin",20
"150644",2599,"compact","manuell",101,150000,"benzin",19
"150645",980,"compact","manuell",65,150000,"benzin",17
"150654",500,"compact","manuell",45,150000,"benzin",20
"150655",600,"compact","manuell",51,150000,"benzin",18
"150657",500,"compact","manuell",54,150000,"benzin",18
"150663",21500,"cabrio","manuell",50,150000,"benzin",40
"150664",399,"compact","manuell",45,150000,"benzin",20
"150665",6999,"cabrio","automatik",231,150000,"benzin",16
"150673",2100,"compact","manuell",60,90000,"benzin",17
"150677",1300,"compact","manuell",75,150000,"benzin",16
"150678",1050,"compact","manuell",65,150000,"benzin",17
"150691",799,"suv","manuell",125,150000,"diesel",20
"150695",11000,"coupe","automatik",163,50000,"benzin",12
"150696",2799,"coupe","manuell",115,5000,"benzin",33
"150699",1250,"compact","manuell",60,100000,"benzin",27
"150700",1999,"compact","manuell",80,150000,"benzin",14
"150702",550,"coupe","manuell",102,150000,"benzin",22
"150711",1900,"compact","manuell",75,150000,"benzin",19
"150720",1200,"compact","manuell",58,125000,"benzin",13
"150732",3650,"compact","manuell",87,150000,"benzin",10
"150742",19900,"cabrio","manuell",241,60000,"benzin",14
"150744",19499,"coupe","manuell",177,100000,"diesel",8
"150746",800,"cabrio","manuell",90,150000,"benzin",22
"150753",6900,"coupe","manuell",105,80000,"benzin",10
"150755",8750,"cabrio","automatik",218,150000,"benzin",13
"150759",1650,"compact","manuell",60,150000,"benzin",14
"150773",5999,"compact","automatik",71,40000,"benzin",5
"150775",8900,"cabrio","automatik",136,125000,"benzin",18
"150776",1300,"compact","manuell",54,80000,"benzin",17
"150777",1100,"compact","manuell",75,125000,"benzin",16
"150778",3100,"compact","manuell",60,60000,"benzin",12
"150780",2500,"compact","manuell",58,90000,"benzin",14
"150784",4199,"cabrio","manuell",193,150000,"benzin",18
"150786",1300,"coupe","manuell",140,150000,"benzin",21
"150788",1200,"compact","manuell",95,150000,"benzin",13
"150793",7300,"coupe","automatik",170,90000,"benzin",18
"150795",1650,"suv","manuell",129,150000,"benzin",23
"150803",7500,"suv","automatik",175,150000,"benzin",11
"150805",1350,"compact","manuell",60,150000,"benzin",17
"150807",1550,"coupe","automatik",136,150000,"benzin",17
"150811",1040,"compact","manuell",60,125000,"benzin",12
"150815",1550,"compact","automatik",61,125000,"benzin",14
"150816",1300,"compact","manuell",75,150000,"benzin",21
"150820",9500,"suv","manuell",136,60000,"benzin",8
"150821",400,"compact","manuell",60,150000,"benzin",17
"150828",3000,"compact","manuell",90,150000,"diesel",11
"150830",950,"compact","manuell",60,150000,"benzin",16
"150832",1500,"compact","manuell",86,80000,"benzin",15
"150835",28000,"coupe","manuell",239,150000,"benzin",23
"150839",2600,"compact","manuell",50,125000,"benzin",39
"150842",38800,"coupe","automatik",230,20000,"benzin",2
"150844",9990,"cabrio","manuell",192,100000,"benzin",16
"150845",8000,"suv","automatik",239,100000,"diesel",9
"150858",6390,"compact","manuell",69,90000,"benzin",8
"150866",1900,"compact","manuell",69,70000,"benzin",15
"150867",7850,"coupe","manuell",231,150000,"benzin",17
"150868",14500,"coupe","manuell",160,150000,"benzin",28
"150869",2300,"compact","manuell",140,150000,"benzin",15
"150870",2222,"cabrio","manuell",185,150000,"benzin",19
"150876",50000,"coupe","automatik",170,150000,"diesel",5
"150879",1600,"compact","manuell",50,150000,"benzin",13
"150884",6850,"cabrio","manuell",163,150000,"benzin",15
"150891",8750,"compact","manuell",156,60000,"benzin",6
"150903",750,"cabrio","manuell",90,125000,"benzin",25
"150904",1900,"compact","manuell",50,150000,"benzin",14
"150907",1000,"compact","manuell",135,150000,"benzin",17
"150909",1200,"compact","manuell",60,150000,"benzin",19
"150916",3190,"compact","manuell",54,125000,"benzin",8
"150917",27950,"suv","automatik",340,150000,"diesel",7
"150922",1399,"cabrio","manuell",75,150000,"benzin",22
"150925",1500,"coupe","automatik",107,150000,"benzin",17
"150926",150,"coupe","manuell",139,125000,"benzin",20
"150928",10500,"cabrio","manuell",160,70000,"benzin",11
"150930",12500,"cabrio","automatik",140,60000,"benzin",7
"150931",18950,"coupe","manuell",265,125000,"benzin",11
"150935",1600,"compact","automatik",41,125000,"diesel",16
"150938",550,"compact","manuell",45,150000,"benzin",21
"150939",1222,"compact","manuell",58,150000,"benzin",17
"150946",750,"compact","manuell",60,150000,"benzin",14
"150948",3456,"compact","manuell",58,125000,"benzin",32
"150956",3673,"cabrio","automatik",61,150000,"benzin",11
"150957",5550,"cabrio","manuell",75,150000,"benzin",14
"150958",15700,"suv","manuell",140,60000,"diesel",5
"150962",250,"compact","manuell",45,150000,"benzin",24
"150974",800,"compact","automatik",60,150000,"benzin",20
"150979",4300,"compact","manuell",60,80000,"benzin",6
"150985",5500,"cabrio","manuell",136,70000,"benzin",13
"150986",10900,"compact","manuell",69,20000,"benzin",7
"150988",1550,"compact","manuell",58,125000,"benzin",15
"150991",2450,"compact","manuell",75,150000,"benzin",13
"150997",19900,"coupe","automatik",163,80000,"benzin",54
"151020",990,"compact","manuell",60,80000,"benzin",16
"151021",7490,"suv","manuell",150,150000,"benzin",13
"151025",42950,"suv","automatik",179,10000,"diesel",2
"151026",2999,"compact","manuell",75,150000,"benzin",15
"151033",3500,"compact","manuell",90,150000,"benzin",13
"151036",4650,"coupe","manuell",165,125000,"benzin",16
"151037",2490,"compact","manuell",54,150000,"benzin",11
"151038",15000,"suv","automatik",182,150000,"benzin",24
"151046",10099,"compact","manuell",60,30000,"benzin",3
"151052",4750,"cabrio","manuell",131,80000,"benzin",17
"151064",550,"compact","manuell",55,150000,"benzin",18
"151068",25900,"cabrio","automatik",184,40000,"benzin",6
"151070",399,"compact","manuell",58,150000,"benzin",17
"151071",1000,"compact","manuell",60,150000,"benzin",21
"151080",27450,"suv","manuell",184,80000,"diesel",6
"151081",6150,"compact","manuell",87,70000,"benzin",6
"151082",14600,"coupe","manuell",200,150000,"benzin",9
"151084",6990,"compact","manuell",69,60000,"benzin",5
"151087",6299,"compact","manuell",120,125000,"benzin",11
"151089",4799,"compact","manuell",68,50000,"benzin",5
"151090",10999,"suv","manuell",86,50000,"benzin",4
"151097",1999,"compact","manuell",75,150000,"benzin",17
"151100",27000,"coupe","automatik",140,30000,"diesel",2
"151102",1750,"compact","manuell",69,150000,"benzin",13
"151113",22999,"coupe","manuell",140,20000,"diesel",3
"151128",1600,"coupe","manuell",54,90000,"benzin",25
"151139",3500,"compact","manuell",109,150000,"benzin",11
"151161",850,"compact","manuell",60,150000,"benzin",18
"151163",7500,"compact","manuell",67,5000,"benzin",4
"151165",4750,"compact","manuell",86,90000,"benzin",11
"151166",4300,"coupe","manuell",170,150000,"benzin",16
"151174",9150,"compact","manuell",86,50000,"benzin",7
"151183",3300,"compact","manuell",75,150000,"benzin",11
"151188",1600,"cabrio","manuell",131,125000,"benzin",22
"151209",4800,"cabrio","automatik",193,150000,"benzin",18
"151214",3799,"coupe","automatik",218,150000,"benzin",16
"151219",1690,"compact","manuell",75,90000,"benzin",13
"151220",4899,"compact","manuell",88,150000,"diesel",12
"151221",5950,"cabrio","manuell",102,90000,"benzin",11
"151224",6000,"cabrio","manuell",170,150000,"benzin",15
"151226",37900,"suv","automatik",321,90000,"benzin",12
"151230",599,"compact","manuell",45,125000,"benzin",17
"151240",899,"compact","manuell",50,150000,"benzin",18
"151241",8900,"suv","manuell",86,60000,"benzin",8
"151243",2000,"cabrio","automatik",133,150000,"benzin",25
"151249",7700,"compact","manuell",69,50000,"benzin",6
"151252",3700,"compact","manuell",44,150000,"benzin",8
"151254",6450,"cabrio","automatik",193,80000,"benzin",18
"151256",8500,"compact","manuell",86,70000,"benzin",7
"151259",3799,"compact","manuell",69,150000,"diesel",11
"151261",1650,"compact","manuell",75,150000,"benzin",16
"151262",18490,"coupe","automatik",231,100000,"diesel",10
"151264",2550,"compact","manuell",101,150000,"diesel",16
"151268",699,"compact","manuell",54,90000,"benzin",16
"151269",10250,"cabrio","manuell",71,60000,"benzin",39
"151272",2000,"coupe","manuell",147,150000,"benzin",15
"151282",3890,"compact","manuell",68,150000,"diesel",12
"151285",2650,"coupe","manuell",101,150000,"benzin",19
"151296",3499,"compact","manuell",60,40000,"benzin",13
"151301",1000,"compact","manuell",60,150000,"benzin",17
"151306",11999,"coupe","automatik",286,150000,"diesel",10
"151307",4400,"suv","manuell",111,150000,"diesel",12
"151313",3200,"compact","manuell",69,125000,"benzin",12
"151318",7840,"suv","manuell",141,150000,"benzin",9
"151319",8490,"compact","manuell",86,60000,"benzin",6
"151321",8700,"compact","manuell",69,30000,"benzin",5
"151331",3000,"cabrio","manuell",109,125000,"benzin",11
"151336",7999,"compact","manuell",102,90000,"benzin",8
"151342",900,"compact","manuell",72,150000,"benzin",27
"151352",12300,"cabrio","manuell",120,80000,"benzin",7
"151356",2099,"compact","automatik",35,150000,"diesel",16
"151361",39990,"coupe","automatik",218,40000,"diesel",3
"151371",750,"compact","manuell",45,150000,"benzin",19
"151378",3350,"suv","manuell",128,150000,"benzin",19
"151381",13500,"suv","manuell",140,125000,"diesel",8
"151384",19900,"coupe","manuell",306,125000,"benzin",9
"151389",6990,"cabrio","manuell",163,80000,"benzin",14
"151397",14500,"suv","manuell",143,125000,"diesel",8
"151398",5690,"compact","manuell",69,70000,"benzin",7
"151415",4850,"compact","manuell",70,150000,"benzin",7
"151416",5000,"compact","manuell",90,90000,"diesel",7
"151417",15950,"coupe","automatik",136,60000,"diesel",11
"151420",30500,"cabrio","manuell",295,100000,"benzin",8
"151423",850,"compact","manuell",54,150000,"benzin",21
"151424",7299,"cabrio","manuell",192,150000,"benzin",14
"151425",850,"compact","manuell",54,60000,"benzin",19
"151426",1500,"compact","manuell",75,100000,"benzin",19
"151427",1600,"compact","automatik",54,150000,"benzin",15
"151428",1299,"compact","manuell",50,125000,"benzin",16
"151430",14900,"cabrio","manuell",160,125000,"benzin",8
"151434",4900,"compact","manuell",67,40000,"benzin",8
"151435",958,"compact","manuell",75,150000,"benzin",15
"151436",1000,"compact","manuell",98,125000,"benzin",17
"151437",2699,"compact","automatik",61,20000,"benzin",10
"151438",9995,"cabrio","automatik",231,150000,"benzin",15
"151441",700,"coupe","automatik",50,5000,"benzin",18
"151442",9499,"cabrio","manuell",231,150000,"benzin",16
"151444",2750,"compact","manuell",54,40000,"benzin",12
"151447",21444,"suv","automatik",239,150000,"diesel",8
"151451",1050,"compact","manuell",60,150000,"benzin",17
"151460",2200,"suv","manuell",95,150000,"diesel",27
"151463",1300,"compact","manuell",69,125000,"benzin",12
"151465",2300,"compact","manuell",65,125000,"benzin",12
"151466",4550,"cabrio","manuell",143,150000,"benzin",15
"151475",12000,"suv","automatik",185,150000,"diesel",11
"151482",5550,"compact","manuell",75,100000,"benzin",8
"151486",8490,"cabrio","manuell",90,90000,"benzin",10
"151492",1250,"coupe","manuell",115,150000,"benzin",23
"151496",7500,"cabrio","manuell",190,150000,"benzin",27
"151498",22500,"cabrio","automatik",326,150000,"benzin",26
"151500",900,"compact","manuell",54,150000,"benzin",19
"151504",17450,"suv","automatik",170,150000,"diesel",8
"151506",3550,"compact","manuell",75,125000,"benzin",11
"151511",350,"compact","manuell",50,150000,"benzin",20
"151513",120,"compact","manuell",75,125000,"benzin",23
"151515",1575,"compact","manuell",60,125000,"benzin",16
"151521",4955,"compact","manuell",69,90000,"benzin",4
"151522",3200,"compact","manuell",60,125000,"benzin",11
"151523",46000,"suv","automatik",540,125000,"benzin",8
"151524",10990,"coupe","automatik",333,150000,"benzin",13
"151535",9000,"coupe","manuell",193,80000,"benzin",17
"151536",17999,"suv","manuell",141,50000,"benzin",4
"151538",3050,"compact","manuell",75,100000,"benzin",11
"151543",47500,"coupe","manuell",207,150000,"benzin",31
"151545",1800,"coupe","manuell",75,150000,"benzin",19
"151546",3300,"compact","manuell",65,150000,"benzin",8
"151549",2555,"compact","manuell",52,80000,"benzin",8
"151552",1050,"compact","manuell",60,150000,"benzin",21
"151565",7990,"coupe","manuell",100,50000,"benzin",8
"151566",3350,"compact","manuell",68,125000,"benzin",12
"151574",1950,"coupe","automatik",147,150000,"benzin",17
"151576",1100,"compact","manuell",75,150000,"benzin",17
"151579",43900,"suv","automatik",200,10000,"diesel",2
"151581",9700,"compact","manuell",60,10000,"benzin",2
"151582",350,"compact","manuell",50,150000,"benzin",22
"151584",850,"compact","manuell",60,150000,"benzin",18
"151586",4600,"coupe","manuell",105,150000,"diesel",11
"151594",5500,"coupe","manuell",241,150000,"benzin",12
"151596",15750,"cabrio","manuell",102,30000,"benzin",8
"151597",14699,"cabrio","manuell",86,30000,"benzin",4
"151606",500,"compact","manuell",60,150000,"benzin",21
"151609",1999,"compact","manuell",75,150000,"benzin",13
"151613",3490,"compact","manuell",109,150000,"benzin",11
